dataset,model,seed,epoch,loss,train_r2,valid_r2,path
ppb,PyG_GAT_h128_e100,42,8,0.7202889214201671,0.2356432857563778,0.0520755188417645,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,9,0.7242019245537316,0.0919050339997041,-0.0410149142983453,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,10,0.7362582254700545,0.3429457062894212,0.1584788018908319,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,11,0.7231018052595418,0.3444949719752793,0.1486035269215272,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,12,0.6978024360610218,0.3817719673363886,0.2219288416290982,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,13,0.7053259560247747,0.3652174933473383,0.1848106293902517,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,14,0.7343770767130503,0.205666668658113,0.0236162803992764,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,15,0.659405504784933,0.2885815236393388,0.1051367135776287,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,16,0.6673574702041906,0.2872938741865858,0.0895181261083041,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,17,0.6954235917911297,0.3421868372482669,0.1426272598697642,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,18,0.6714082738248314,0.3659511859385562,0.1669913480603992,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,19,0.6898764270107921,0.2790281922143518,0.0762162172967608,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,20,0.661955004785119,0.3346253898768734,0.1238375394645451,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,21,0.6639476389419742,0.1742879732337563,0.006899417877496,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,22,0.6830550232311574,0.3782300733338903,0.160443464623772,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,23,0.6887663094008841,0.4105684238051723,0.1984139051075196,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,24,0.6520851886853939,0.4110886989351925,0.196841205796031,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,25,0.6308422190387074,0.3208353304552447,0.1332690925456163,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,26,0.6452352106571198,0.4408387981599064,0.2365859434492445,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,27,0.6289782425979289,0.4263767662915447,0.1981588873598302,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,28,0.6431439722456583,0.3692717193387126,0.1809907805269336,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,29,0.673619426605178,0.4182474950460627,0.1775850988384039,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,30,0.6213884927877565,0.4314228907184796,0.1858870290078047,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,31,0.6120962642314958,0.2792134196807829,0.0697429211899941,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,32,0.6408134324521553,0.3197227240101322,0.084388965580901,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,33,0.6590000071176668,0.4892101670320382,0.2663747525590612,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,34,0.6267610817420773,0.3747171050293633,0.1521400180866652,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,35,0.6238284009258922,0.4374929887250612,0.2094514128748158,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,36,0.6355743124717619,0.4461482234175706,0.2086462584112351,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,37,0.6154030605060298,0.4696864302255222,0.2345739129314858,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,38,0.612515959434393,0.4539952504029136,0.1923018649676319,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,39,0.617326458779777,0.4387391130073583,0.217408467508403,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,40,0.6206979664360605,0.4981674833394853,0.2738524103873377,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,41,0.6101417297997126,0.3956938954602035,0.1936639787175279,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,42,0.6309871986144926,0.4331827618978658,0.1936466798700511,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,43,0.611498228297001,0.3975929962477214,0.1654523975764091,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,44,0.6093925542947722,0.3503254189930979,0.1422433123738338,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,45,0.6178865323706371,0.4131845275355614,0.1847819225977706,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,46,0.5803320269759108,0.4172433707775804,0.1553112340308546,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,47,0.601556684185819,0.4843221375736458,0.2871367471511047,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,48,0.6156087677653242,0.3789777127577243,0.1396752080995892,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,49,0.5972020349851469,0.4127767539547833,0.1755957328821915,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,50,0.6299115819175068,0.438238198240739,0.1970877582014806,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,51,0.6114377343073124,0.4157219987435867,0.1758196222857794,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,52,0.6265585564258622,0.4070386246647075,0.1444005212097677,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,53,0.6005699169345018,0.4188675595281748,0.1764723930898571,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,54,0.5991711601978396,0.5157673425139069,0.3041423659178526,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,55,0.5903838778414378,0.4272252308120691,0.1730595894455258,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,56,0.5958060611311983,0.3080858167544326,0.0365287919658638,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,57,0.6316016701663413,0.4443606016118705,0.2077794885730987,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,58,0.593596512951502,0.3869521265940482,0.1289222959757239,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,59,0.5758300002028303,0.4631216540170907,0.1917926055394272,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,60,0.6054460144624477,0.3520468651637001,0.1231667676854224,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,61,0.5867180758860053,0.3513459671464136,0.1098136605997294,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,62,0.5655797799912895,0.5125466785196265,0.2582054545576028,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,63,0.5785892994665518,0.4466746024367404,0.2115561304647153,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,64,0.580580646308457,0.3948660526923203,0.1494631113494768,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,65,0.5517890009938217,0.4289053811559395,0.2057932127411765,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,66,0.5981110312589785,0.5243521807262244,0.2721570145082425,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,67,0.5776416006975058,0.4862573933886784,0.2207207014192874,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,68,0.5562274408776585,0.3910659811800172,0.1424005280666922,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,69,0.5722414927511681,0.439760069855039,0.1905973305982554,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,70,0.5591812395467991,0.5203597499938597,0.2944230555787495,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,71,0.6024398829151945,0.4334604407166803,0.176544943872814,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,72,0.56150918108661,0.5122573637371706,0.2406675049169585,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,73,0.5603775767291465,0.5140614697010273,0.2698029026449963,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,74,0.5758529948752101,0.5245752164405215,0.2746805844571521,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,75,0.5835153765794707,0.4993943993523851,0.27085130291021,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,76,0.6237379814066538,0.4595353231007261,0.2189300690322859,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,77,0.5744241207111173,0.5445811200592798,0.29692588642002,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,78,0.5782738644175414,0.5493453441532119,0.2890984203895688,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,PyG_GAT_h128_e100,42,79,0.5842312821527806,0.5295316073287909,0.2583469172516818,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/PyG_GAT_h128_e100/seed42/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,44,1,0.8885678753808692,0.2153207378510471,0.1825636962867142,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed44/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,44,2,0.7508613693493383,0.3369291756172188,0.307818212782787,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed44/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,44,3,0.7128297603792615,0.5039264484687307,0.3687874939588343,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed44/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,44,4,0.5992917674191204,-0.2617169444933802,-0.3354063596450405,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed44/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,44,5,0.5590287121357741,0.6404629011276712,0.4669703551045397,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed44/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,44,6,0.4557979160712825,0.6419702748844149,0.3576079510002176,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed44/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,44,7,0.3799527936879499,0.6676561191784847,0.3757601858874543,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed44/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,44,8,0.3227716443347342,0.8066187016805759,0.4366011669771656,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed44/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,44,9,0.2865304440535881,0.8366647561679584,0.3970837771763347,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed44/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,44,10,0.2773213512091725,0.8439477488053979,0.4051019061077567,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed44/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,44,11,0.2268836133090066,0.8569523242207016,0.36567272732717,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed44/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,44,12,0.226583996258768,0.8461165792578137,0.4033393250199857,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed44/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,44,13,0.1902776067547592,0.8679790993207414,0.3090713776628759,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed44/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,44,14,0.179574313585037,0.8940854760567283,0.4119746254636965,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed44/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,44,15,0.1690025398576701,0.8319267138262145,0.3716103115522121,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed44/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,44,16,0.1605857002468388,0.8845163213170879,0.3617277971790374,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed44/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,44,17,0.1499134831958347,0.903632093102436,0.3848080336472488,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed44/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,44,18,0.1478653922447084,0.9120230567556408,0.3702265360220897,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed44/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,44,19,0.1314337902047016,0.9043619979945988,0.3298924246595253,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed44/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,44,20,0.1366794599611082,0.9149045823188776,0.4215424754642304,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed44/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,43,1,0.909028274041635,0.1673253717016883,0.0988345201563853,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed43/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,43,2,0.7850720394908646,0.2989169955241351,0.3173370452210755,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed43/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,43,3,0.7371735063232021,0.4434576326924406,0.3028427562956336,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed43/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,43,4,0.595440855824653,0.5409701463125995,0.3429978791908222,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed43/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,43,5,0.5231296819301299,0.6184284072831863,0.3556800382032654,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed43/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,43,6,0.4470045646583592,0.7315509439135752,0.3741755077544341,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed43/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,43,7,0.3834623859988318,0.7570289121575511,0.4252561771338444,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed43/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,43,8,0.3351308834957487,0.7257134587450644,0.416083949822545,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed43/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,43,9,0.3051250106942506,0.8170368623602462,0.4119384880126562,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed43/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,43,10,0.292193401650882,0.8497603224778049,0.4588978122453179,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed43/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,43,11,0.244410642641194,0.8261583279768627,0.4384344194681685,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed43/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,43,12,0.2282022288827984,0.8643249381711597,0.4307269387144826,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed43/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,43,13,0.2057578853434986,0.8637684470335105,0.4307415490098982,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed43/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,43,14,0.1893133620881004,0.8563432793422296,0.3873852276204066,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed43/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,43,15,0.172974393369607,0.8861948494022576,0.3882395687469891,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed43/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,43,16,0.1639719704786936,0.9097159945843686,0.4298647306928683,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed43/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,43,17,0.1709356055031588,0.9031486355691388,0.3509648779671789,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed43/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,43,18,0.1543206454565127,0.8446055165909299,0.3526706260428267,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed43/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,43,19,0.1514385533921512,0.912696967963872,0.4025675566129075,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed43/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,43,20,0.1369404888907332,0.9141323207646253,0.3508833309245175,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed43/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,42,1,0.898344925708241,0.1845374586349539,0.2046023914981749,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed42/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,42,2,0.7624214206948693,0.3451705019381489,0.352631617156162,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed42/metrics.json
ppb,Multimodal_ChemBERTa_GIN_e20,42,3,0.7089452848390296,0.3890155909222162,0.3040402837167232,/Users/pradyu/Documents/1_Work/2_Research/DeepChem_ML/Project_1/results/ppb/Multimodal_ChemBERTa_GIN_e20/seed42/metrics.json
