dataset,model,seed,epoch,loss,train_r2,valid_r2
ppb,PyG_GAT_h128_e100,43,31,0.6489578704407186,0.32370467709901396,0.12953018384989345
ppb,PyG_GAT_h128_e100,43,32,0.6739251624654841,0.3745220196945418,0.21344424267587403
ppb,PyG_GAT_h128_e100,43,33,0.6779714877958651,0.4032827661840104,0.21505310935118627
ppb,PyG_GAT_h128_e100,43,34,0.6562303109669391,0.3620354827960204,0.2150508095479835
ppb,PyG_GAT_h128_e100,43,35,0.6451326095395618,0.41468568763008795,0.24547856476989227
ppb,PyG_GAT_h128_e100,43,36,0.6523900422049157,0.4025571174462671,0.23455185372570153
ppb,PyG_GAT_h128_e100,43,37,0.6546683743780042,0.3878136594797206,0.1882125690261447
ppb,PyG_GAT_h128_e100,43,38,0.6418597672456576,0.42408252512375744,0.26652443386264923
ppb,PyG_GAT_h128_e100,42,1,0.9536777036945995,0.1371232231191729,0.17080146206088842
ppb,PyG_GAT_h128_e100,42,2,0.8654860461630473,0.16141225237325596,0.11205153068516183
ppb,PyG_GAT_h128_e100,42,3,0.8502825905637044,0.08888572333006506,-0.04237731673627665
ppb,PyG_GAT_h128_e100,42,4,0.8310761251827565,0.21893663009083442,0.07366807035413525
ppb,PyG_GAT_h128_e100,42,5,0.799586180506683,0.17361550161844974,0.06785636339249379
ppb,PyG_GAT_h128_e100,42,6,0.7737058539216112,0.1395970700300324,0.002542204309330387
ppb,PyG_GAT_h128_e100,42,7,0.7665372214666227,0.17219998960666338,0.035927437521126926
ppb,PyG_GAT_h128_e100,42,8,0.7202889214201671,0.23564328575637783,0.052075518841764534
ppb,PyG_GAT_h128_e100,42,9,0.7242019245537316,0.09190503399970418,-0.04101491429834536
ppb,PyG_GAT_h128_e100,42,10,0.7362582254700545,0.3429457062894212,0.15847880189083197
ppb,PyG_GAT_h128_e100,42,11,0.7231018052595418,0.34449497197527934,0.14860352692152723
ppb,PyG_GAT_h128_e100,42,12,0.6978024360610218,0.38177196733638863,0.2219288416290982
ppb,PyG_GAT_h128_e100,42,13,0.7053259560247747,0.36521749334733833,0.18481062939025172
ppb,PyG_GAT_h128_e100,42,14,0.7343770767130503,0.205666668658113,0.023616280399276435
ppb,PyG_GAT_h128_e100,42,15,0.659405504784933,0.28858152363933887,0.10513671357762877
ppb,PyG_GAT_h128_e100,42,16,0.6673574702041906,0.2872938741865858,0.08951812610830412
ppb,PyG_GAT_h128_e100,42,17,0.6954235917911297,0.34218683724826693,0.1426272598697642
ppb,PyG_GAT_h128_e100,42,18,0.6714082738248314,0.36595118593855624,0.16699134806039928
ppb,PyG_GAT_h128_e100,42,19,0.6898764270107921,0.2790281922143518,0.07621621729676087
ppb,PyG_GAT_h128_e100,42,20,0.661955004785119,0.3346253898768734,0.12383753946454512
ppb,PyG_GAT_h128_e100,42,21,0.6639476389419742,0.17428797323375633,0.006899417877496039
ppb,PyG_GAT_h128_e100,42,22,0.6830550232311574,0.37823007333389036,0.16044346462377201
ppb,PyG_GAT_h128_e100,42,23,0.6887663094008841,0.41056842380517233,0.19841390510751966
ppb,PyG_GAT_h128_e100,42,24,0.6520851886853939,0.4110886989351925,0.19684120579603104
ppb,PyG_GAT_h128_e100,42,25,0.6308422190387074,0.3208353304552447,0.13326909254561636
ppb,PyG_GAT_h128_e100,42,26,0.6452352106571198,0.44083879815990645,0.23658594344924455
ppb,PyG_GAT_h128_e100,42,27,0.6289782425979289,0.42637676629154475,0.19815888735983023
ppb,PyG_GAT_h128_e100,42,28,0.6431439722456583,0.3692717193387126,0.18099078052693363
ppb,PyG_GAT_h128_e100,42,29,0.673619426605178,0.41824749504606273,0.1775850988384039
ppb,PyG_GAT_h128_e100,42,30,0.6213884927877565,0.4314228907184796,0.18588702900780474
ppb,PyG_GAT_h128_e100,42,31,0.6120962642314958,0.27921341968078295,0.06974292118999414
ppb,PyG_GAT_h128_e100,42,32,0.6408134324521553,0.31972272401013224,0.08438896558090103
ppb,PyG_GAT_h128_e100,42,33,0.6590000071176668,0.48921016703203823,0.2663747525590612
ppb,PyG_GAT_h128_e100,42,34,0.6267610817420773,0.3747171050293633,0.15214001808666522
ppb,PyG_GAT_h128_e100,42,35,0.6238284009258922,0.43749298872506126,0.20945141287481583
ppb,PyG_GAT_h128_e100,42,36,0.6355743124717619,0.44614822341757066,0.20864625841123519
ppb,PyG_GAT_h128_e100,42,37,0.6154030605060298,0.46968643022552226,0.23457391293148588
ppb,PyG_GAT_h128_e100,42,38,0.612515959434393,0.45399525040291366,0.1923018649676319
ppb,PyG_GAT_h128_e100,42,39,0.617326458779777,0.43873911300735835,0.21740846750840304
ppb,PyG_GAT_h128_e100,42,40,0.6206979664360605,0.49816748333948535,0.27385241038733776
ppb,PyG_GAT_h128_e100,42,41,0.6101417297997126,0.3956938954602035,0.19366397871752794
ppb,PyG_GAT_h128_e100,42,42,0.6309871986144926,0.43318276189786586,0.19364667987005113
ppb,PyG_GAT_h128_e100,42,43,0.611498228297001,0.3975929962477214,0.16545239757640917
ppb,PyG_GAT_h128_e100,42,44,0.6093925542947722,0.3503254189930979,0.1422433123738338
ppb,PyG_GAT_h128_e100,42,45,0.6178865323706371,0.41318452753556145,0.1847819225977706
ppb,PyG_GAT_h128_e100,42,46,0.5803320269759108,0.41724337077758045,0.15531123403085467
ppb,PyG_GAT_h128_e100,42,47,0.601556684185819,0.48432213757364584,0.2871367471511047
ppb,PyG_GAT_h128_e100,42,48,0.6156087677653242,0.3789777127577243,0.13967520809958922
ppb,PyG_GAT_h128_e100,42,49,0.5972020349851469,0.4127767539547833,0.17559573288219155
ppb,PyG_GAT_h128_e100,42,50,0.6299115819175068,0.43823819824073906,0.1970877582014806
ppb,PyG_GAT_h128_e100,42,51,0.6114377343073124,0.41572199874358673,0.1758196222857794
ppb,PyG_GAT_h128_e100,42,52,0.6265585564258622,0.4070386246647075,0.14440052120976776
ppb,PyG_GAT_h128_e100,42,53,0.6005699169345018,0.4188675595281748,0.17647239308985718
ppb,PyG_GAT_h128_e100,42,54,0.5991711601978396,0.5157673425139069,0.3041423659178526
ppb,PyG_GAT_h128_e100,42,55,0.5903838778414378,0.4272252308120691,0.1730595894455258
ppb,PyG_GAT_h128_e100,42,56,0.5958060611311983,0.3080858167544326,0.036528791965863894
ppb,PyG_GAT_h128_e100,42,57,0.6316016701663413,0.4443606016118705,0.2077794885730987
ppb,PyG_GAT_h128_e100,42,58,0.593596512951502,0.3869521265940482,0.1289222959757239
ppb,PyG_GAT_h128_e100,42,59,0.5758300002028303,0.4631216540170907,0.19179260553942723
ppb,PyG_GAT_h128_e100,42,60,0.6054460144624477,0.3520468651637001,0.12316676768542245
ppb,PyG_GAT_h128_e100,42,61,0.5867180758860053,0.35134596714641364,0.10981366059972941
ppb,PyG_GAT_h128_e100,42,62,0.5655797799912895,0.5125466785196265,0.2582054545576028
ppb,PyG_GAT_h128_e100,42,63,0.5785892994665518,0.4466746024367404,0.21155613046471533
ppb,PyG_GAT_h128_e100,42,64,0.580580646308457,0.39486605269232034,0.14946311134947687
ppb,PyG_GAT_h128_e100,42,65,0.5517890009938217,0.42890538115593957,0.20579321274117657
ppb,PyG_GAT_h128_e100,42,66,0.5981110312589785,0.5243521807262244,0.2721570145082425
ppb,PyG_GAT_h128_e100,42,67,0.5776416006975058,0.48625739338867846,0.22072070141928746
ppb,PyG_GAT_h128_e100,42,68,0.5562274408776585,0.39106598118001723,0.14240052806669223
ppb,PyG_GAT_h128_e100,42,69,0.5722414927511681,0.439760069855039,0.19059733059825545
ppb,PyG_GAT_h128_e100,42,70,0.5591812395467991,0.5203597499938597,0.2944230555787495
ppb,PyG_GAT_h128_e100,42,71,0.6024398829151945,0.43346044071668033,0.17654494387281405
ppb,PyG_GAT_h128_e100,42,72,0.56150918108661,0.5122573637371706,0.24066750491695854
ppb,PyG_GAT_h128_e100,42,73,0.5603775767291465,0.5140614697010273,0.2698029026449963
ppb,PyG_GAT_h128_e100,42,74,0.5758529948752101,0.5245752164405215,0.27468058445715215
ppb,PyG_GAT_h128_e100,42,75,0.5835153765794707,0.49939439935238517,0.27085130291021
ppb,PyG_GAT_h128_e100,42,76,0.6237379814066538,0.4595353231007261,0.21893006903228596
ppb,PyG_GAT_h128_e100,42,77,0.5744241207111173,0.5445811200592798,0.29692588642002005
ppb,PyG_GAT_h128_e100,42,78,0.5782738644175414,0.5493453441532119,0.2890984203895688
ppb,PyG_GAT_h128_e100,42,79,0.5842312821527806,0.5295316073287909,0.2583469172516818
ppb,Multimodal_ChemBERTa_GIN_e20,44,1,0.8885678753808692,0.2153207378510471,0.1825636962867142
ppb,Multimodal_ChemBERTa_GIN_e20,44,2,0.7508613693493383,0.3369291756172188,0.307818212782787
ppb,Multimodal_ChemBERTa_GIN_e20,44,3,0.7128297603792615,0.5039264484687307,0.36878749395883437
ppb,Multimodal_ChemBERTa_GIN_e20,44,4,0.5992917674191204,-0.26171694449338023,-0.3354063596450405
ppb,Multimodal_ChemBERTa_GIN_e20,44,5,0.5590287121357741,0.6404629011276712,0.46697035510453977
ppb,Multimodal_ChemBERTa_GIN_e20,44,6,0.4557979160712825,0.6419702748844149,0.3576079510002176
ppb,Multimodal_ChemBERTa_GIN_e20,44,7,0.37995279368794993,0.6676561191784847,0.3757601858874543
ppb,Multimodal_ChemBERTa_GIN_e20,44,8,0.3227716443347342,0.8066187016805759,0.43660116697716567
ppb,Multimodal_ChemBERTa_GIN_e20,44,9,0.2865304440535881,0.8366647561679584,0.3970837771763347
ppb,Multimodal_ChemBERTa_GIN_e20,44,10,0.2773213512091725,0.8439477488053979,0.40510190610775676
ppb,Multimodal_ChemBERTa_GIN_e20,44,11,0.22688361330900664,0.8569523242207016,0.36567272732717004
ppb,Multimodal_ChemBERTa_GIN_e20,44,12,0.22658399625876804,0.8461165792578137,0.4033393250199857
ppb,Multimodal_ChemBERTa_GIN_e20,44,13,0.19027760675475922,0.8679790993207414,0.30907137766287596
ppb,Multimodal_ChemBERTa_GIN_e20,44,14,0.17957431358503706,0.8940854760567283,0.41197462546369656
ppb,Multimodal_ChemBERTa_GIN_e20,44,15,0.1690025398576701,0.8319267138262145,0.37161031155221214
ppb,Multimodal_ChemBERTa_GIN_e20,44,16,0.16058570024683888,0.8845163213170879,0.36172779717903747
ppb,Multimodal_ChemBERTa_GIN_e20,44,17,0.1499134831958347,0.9036320931024361,0.3848080336472488
ppb,Multimodal_ChemBERTa_GIN_e20,44,18,0.1478653922447084,0.9120230567556407,0.37022653602208977
ppb,Multimodal_ChemBERTa_GIN_e20,44,19,0.1314337902047016,0.9043619979945987,0.3298924246595253
ppb,Multimodal_ChemBERTa_GIN_e20,44,20,0.13667945996110822,0.9149045823188777,0.4215424754642304
ppb,Multimodal_ChemBERTa_GIN_e20,43,1,0.909028274041635,0.16732537170168837,0.09883452015638539
ppb,Multimodal_ChemBERTa_GIN_e20,43,2,0.7850720394908646,0.2989169955241351,0.31733704522107553
ppb,Multimodal_ChemBERTa_GIN_e20,43,3,0.7371735063232021,0.44345763269244065,0.3028427562956336
ppb,Multimodal_ChemBERTa_GIN_e20,43,4,0.595440855824653,0.5409701463125995,0.34299787919082225
ppb,Multimodal_ChemBERTa_GIN_e20,43,5,0.5231296819301299,0.6184284072831863,0.35568003820326544
ppb,Multimodal_ChemBERTa_GIN_e20,43,6,0.44700456465835925,0.7315509439135752,0.3741755077544341
ppb,Multimodal_ChemBERTa_GIN_e20,43,7,0.38346238599883187,0.7570289121575511,0.42525617713384445
ppb,Multimodal_ChemBERTa_GIN_e20,43,8,0.33513088349574877,0.7257134587450644,0.41608394982254504
ppb,Multimodal_ChemBERTa_GIN_e20,43,9,0.30512501069425063,0.8170368623602462,0.4119384880126562
ppb,Multimodal_ChemBERTa_GIN_e20,43,10,0.29219340165088203,0.8497603224778049,0.4588978122453179
ppb,Multimodal_ChemBERTa_GIN_e20,43,11,0.24441064264119408,0.8261583279768627,0.4384344194681685
ppb,Multimodal_ChemBERTa_GIN_e20,43,12,0.22820222888279845,0.8643249381711597,0.43072693871448264
ppb,Multimodal_ChemBERTa_GIN_e20,43,13,0.20575788534349865,0.8637684470335105,0.43074154900989825
ppb,Multimodal_ChemBERTa_GIN_e20,43,14,0.1893133620881004,0.8563432793422296,0.3873852276204066
ppb,Multimodal_ChemBERTa_GIN_e20,43,15,0.172974393369607,0.8861948494022576,0.38823956874698917
ppb,Multimodal_ChemBERTa_GIN_e20,43,16,0.16397197047869363,0.9097159945843686,0.42986473069286835
ppb,Multimodal_ChemBERTa_GIN_e20,43,17,0.1709356055031588,0.9031486355691387,0.3509648779671789
ppb,Multimodal_ChemBERTa_GIN_e20,43,18,0.15432064545651278,0.8446055165909299,0.35267062604282673
ppb,Multimodal_ChemBERTa_GIN_e20,43,19,0.15143855339215126,0.9126969679638721,0.40256755661290755
ppb,Multimodal_ChemBERTa_GIN_e20,43,20,0.13694048889073324,0.9141323207646253,0.3508833309245175
ppb,Multimodal_ChemBERTa_GIN_e20,42,1,0.898344925708241,0.18453745863495397,0.20460239149817494
ppb,Multimodal_ChemBERTa_GIN_e20,42,2,0.7624214206948693,0.3451705019381489,0.352631617156162
ppb,Multimodal_ChemBERTa_GIN_e20,42,3,0.7089452848390296,0.38901559092221627,0.3040402837167232
ppb,Multimodal_ChemBERTa_GIN_e20,42,4,0.6103155763796818,0.5437476612616807,0.4331785435880643
ppb,Multimodal_ChemBERTa_GIN_e20,42,5,0.5147295045999833,0.658042715636236,0.3304505010859875
ppb,Multimodal_ChemBERTa_GIN_e20,42,6,0.42924194047112524,0.7128901186422127,0.4085145965966006
ppb,Multimodal_ChemBERTa_GIN_e20,42,7,0.3607124788801611,0.7491088159054298,0.35231298110109643
ppb,Multimodal_ChemBERTa_GIN_e20,42,8,0.3183436985185117,0.777993411268209,0.4447291610345582
ppb,Multimodal_ChemBERTa_GIN_e20,42,9,0.28234883425412355,0.7844990976088598,0.3819956171224015
ppb,Multimodal_ChemBERTa_GIN_e20,42,10,0.24253056290341013,0.8266886418385734,0.4221679080700148
ppb,Multimodal_ChemBERTa_GIN_e20,42,11,0.22812877402261453,0.8203527898058358,0.39897940161192613
ppb,Multimodal_ChemBERTa_GIN_e20,42,12,0.20926466873950428,0.8363329010962632,0.36553421856208257
ppb,Multimodal_ChemBERTa_GIN_e20,42,13,0.20572830157147515,0.8883659279984243,0.40919628068912406
ppb,Multimodal_ChemBERTa_GIN_e20,42,14,0.18393281999009628,0.8743623219285632,0.4034569082673689
ppb,Multimodal_ChemBERTa_GIN_e20,42,15,0.1834862548168059,0.8524986422205358,0.383725626726786
ppb,Multimodal_ChemBERTa_GIN_e20,42,16,0.16126576790379155,0.8800327440297246,0.4230208164948298
ppb,Multimodal_ChemBERTa_GIN_e20,42,17,0.15485840244793597,0.5193013449455159,0.15027894339822556
ppb,Multimodal_ChemBERTa_GIN_e20,42,18,0.17579888695000132,0.9030254802464988,0.46821135010726844
ppb,Multimodal_ChemBERTa_GIN_e20,42,19,0.14148760897417864,0.9129693029357353,0.45724594802882756
ppb,Multimodal_ChemBERTa_GIN_e20,42,20,0.16130589132691608,0.9103807863876701,0.4720602336725296
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,1,0.9354393123476593,0.18286967996306558,0.15638507663986367
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,2,0.8357274054009237,0.2735657749356284,0.270256800564886
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,3,0.7679388340976503,0.32554315626565633,0.30612493874866775
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,4,0.7632256757330012,0.34679781200305626,0.2914958943725321
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,5,0.6724106336449399,0.3693265635219358,0.21096745857997645
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,6,0.6944916246481884,0.3194361921003135,0.17777479019731868
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,7,0.684916799635063,0.3194272267480406,0.13053761059097435
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,8,0.6952857293280554,0.3878375336676241,0.2186528409533317
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,9,0.6459760719243391,0.43975152629402603,0.32947702302969606
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,10,0.6509360374859822,0.4686597364394681,0.3034290306052977
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,11,0.6328372511966729,0.4155846035291144,0.3153061330626359
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,12,0.637850183027762,0.36690635983748865,0.29268961740888766
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,13,0.6328815255820015,0.39815369841466564,0.21708236305931516
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,14,0.5404761371053295,-0.015022649411682076,-0.092717577351344
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,15,0.599668573818089,0.4906346299443952,0.3507162628293452
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,16,0.6032577771463512,0.472240042020842,0.2976184774597632
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,17,0.5719529946829066,0.55038541886354,0.3980072862722259
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,18,0.5385187457741043,0.5260803487120922,0.2989452939339967
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,19,0.5722106525927414,0.4399047940455726,0.22001069673124207
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,20,0.5587662459339624,0.5554008370641339,0.3519909675296051
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,21,0.5295233929322826,0.5506118217873295,0.30477027071746676
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,22,0.5598189891488464,0.5475935029716722,0.2518774684863466
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,23,0.5016485885889442,0.48528368909618536,0.20161012114142485
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,24,0.5402739623814453,0.4875565220049438,0.30189391723455417
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,25,0.5133051053609377,0.44673852695283733,0.13764439248009552
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,26,0.5671097337279791,0.5584412028596802,0.34548915703781036
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,27,0.5135556036307488,0.6033416912878885,0.3030237634467061
ppb,TripleGNN_GCN_GIN_GAT_h128_e100,44,28,0.48615938185909646,0.5944107872915906,0.3010062632403606
